-2.810203433036804199e-01,2.935603260993957520e-01,-2.552098631858825684e-01,-5.659814551472663879e-02,-2.155327200889587402e-01,1.618563830852508545e-01,-2.973146550357341766e-02,-2.981782332062721252e-02,-2.572399675846099854e-01,4.310447350144386292e-02
-1.769748330116271973e-01,-1.878382861614227295e-01,3.420568257570266724e-02,5.542786046862602234e-02,-3.169699907302856445e-01,1.254573464393615723e-01,-6.738133728504180908e-02,-2.060827314853668213e-01,1.897035539150238037e-02,6.908831000328063965e-02
-9.171395003795623779e-02,9.012904763221740723e-02,-2.720079012215137482e-02,1.429286748170852661e-01,2.489300370216369629e-01,-3.167764544486999512e-01,-4.212757572531700134e-02,-4.833731427788734436e-02,-1.463388800621032715e-01,-3.606187105178833008e-01
-3.884486258029937744e-01,1.773931235074996948e-01,-3.927507996559143066e-01,-2.990716099739074707e-01,1.075352430343627930e-01,1.268144696950912476e-01,-2.577707767486572266e-01,-6.914312392473220825e-02,-1.859463602304458618e-01,1.484835296869277954e-01
-1.402719020843505859e-01,3.741279616951942444e-02,1.275477744638919830e-02,-1.647043856792151928e-03,7.195781916379928589e-02,-3.312641680240631104e-01,-1.020395010709762573e-01,-7.253686338663101196e-02,-7.869221270084381104e-02,-6.534177064895629883e-02
-2.007996737957000732e-01,1.704776287078857422e-01,-1.922002285718917847e-01,-3.939338326454162598e-01,2.307841479778289795e-01,-3.091812431812286377e-01,-3.157438337802886963e-01,1.869715601205825806e-01,-4.009336531162261963e-01,9.845161810517311096e-03
-4.581527039408683777e-02,-6.413459777832031250e-02,-9.028888493776321411e-02,-1.340103447437286377e-01,7.358805090188980103e-02,-2.097629904747009277e-01,9.984941780567169189e-02,-2.918601632118225098e-01,-4.864060878753662109e-02,-7.482542097568511963e-02
-4.266789555549621582e-02,2.980873882770538330e-01,1.748802363872528076e-01,2.350212335586547852e-01,-9.637785702943801880e-02,-4.531705379486083984e-01,-1.123688891530036926e-01,-6.133728101849555969e-02,-2.530843317508697510e-01,-7.658004015684127808e-02
-3.212260007858276367e-01,-2.961865626275539398e-02,-1.049396395683288574e-01,-2.656209468841552734e-01,-1.056706253439188004e-02,4.862513020634651184e-02,-1.040217354893684387e-01,-1.592482924461364746e-01,1.329794973134994507e-01,2.018490582704544067e-01
-8.661118149757385254e-02,2.046730667352676392e-01,2.564474344253540039e-01,-1.492433100938796997e-01,-4.908896684646606445e-01,1.118517946451902390e-02,-1.996147483587265015e-01,-1.262165009975433350e-01,-4.437017440795898438e-01,-2.010872662067413330e-01
-6.130142509937286377e-02,-4.923237562179565430e-01,-9.401261061429977417e-02,-3.111926317214965820e-01,9.691172093152999878e-02,9.297684580087661743e-02,1.255147159099578857e-01,-5.867983028292655945e-02,1.934631317853927612e-01,-2.307221107184886932e-02
-1.515051871538162231e-01,1.760430634021759033e-01,-1.671604216098785400e-01,-8.137616515159606934e-02,1.755748242139816284e-01,1.781866252422332764e-01,2.841474115848541260e-02,-2.982975244522094727e-01,-2.039715414866805077e-03,-2.450332939624786377e-01
1.254255920648574829e-01,-3.445557057857513428e-01,5.384882166981697083e-02,1.601513624191284180e-01,-1.332971155643463135e-01,-1.093221008777618408e-01,-1.964628547430038452e-01,-3.049793094396591187e-02,-1.579327732324600220e-01,-5.947486311197280884e-02
